date,county,site,pm25,aqi
2024-01-01,Manhattan,IS 45,8.4,47
2024-01-01,Manhattan,IS 45,8.4,47
2024-01-01,Manhattan,IS 45,8.4,47
2024-01-01,Manhattan,IS 45,8.4,47
2024-01-01,Manhattan,IS 45,8.4,47
2024-01-01,Manhattan,IS 45,8.4,47
2024-01-01,Manhattan,IS 45,8.4,47
2024-01-01,Manhattan,IS 45,8.4,47
2024-01-04,Manhattan,IS 45,7.5,42
2024-01-04,Manhattan,IS 45,7.5,42
2024-01-04,Manhattan,IS 45,7.5,42
2024-01-04,Manhattan,IS 45,7.5,42
2024-01-04,Manhattan,IS 45,7.5,42
2024-01-04,Manhattan,IS 45,7.5,42
2024-01-04,Manhattan,IS 45,7.5,42
2024-01-04,Manhattan,IS 45,7.5,42
2024-01-07,Manhattan,IS 45,2.7,15
2024-01-07,Manhattan,IS 45,2.7,15
2024-01-07,Manhattan,IS 45,2.7,15
2024-01-07,Manhattan,IS 45,2.7,15
2024-01-07,Manhattan,IS 45,2.7,15
2024-01-07,Manhattan,IS 45,2.7,15
2024-01-07,Manhattan,IS 45,2.7,15
2024-01-07,Manhattan,IS 45,2.7,15
2024-01-10,Manhattan,IS 45,2.5,14
2024-01-10,Manhattan,IS 45,2.5,14
2024-01-10,Manhattan,IS 45,2.5,14
2024-01-10,Manhattan,IS 45,2.5,14
2024-01-10,Manhattan,IS 45,2.5,14
2024-01-10,Manhattan,IS 45,2.5,14
2024-01-10,Manhattan,IS 45,2.5,14
2024-01-10,Manhattan,IS 45,2.5,14
2024-01-13,Manhattan,IS 45,3.5,19
2024-01-13,Manhattan,IS 45,3.5,19
2024-01-13,Manhattan,IS 45,3.5,19
2024-01-13,Manhattan,IS 45,3.5,19
2024-01-13,Manhattan,IS 45,3.5,19
2024-01-13,Manhattan,IS 45,3.5,19
2024-01-13,Manhattan,IS 45,3.5,19
2024-01-13,Manhattan,IS 45,3.5,19
2024-01-16,Manhattan,IS 45,10.1,53
2024-01-16,Manhattan,IS 45,10.1,53
2024-01-16,Manhattan,IS 45,10.1,53
2024-01-16,Manhattan,IS 45,10.1,53
2024-01-16,Manhattan,IS 45,10.1,53
2024-01-16,Manhattan,IS 45,10.1,53
2024-01-16,Manhattan,IS 45,10.1,53
2024-01-16,Manhattan,IS 45,10.1,53
2024-01-19,Manhattan,IS 45,11.3,55
2024-01-19,Manhattan,IS 45,11.3,55
2024-01-19,Manhattan,IS 45,11.3,55
2024-01-19,Manhattan,IS 45,11.3,55
2024-01-19,Manhattan,IS 45,11.3,55
2024-01-19,Manhattan,IS 45,11.3,55
2024-01-19,Manhattan,IS 45,11.3,55
2024-01-19,Manhattan,IS 45,11.3,55
2024-01-22,Manhattan,IS 45,8.6,48
2024-01-22,Manhattan,IS 45,8.6,48
2024-01-22,Manhattan,IS 45,8.6,48
2024-01-22,Manhattan,IS 45,8.6,48
2024-01-22,Manhattan,IS 45,8.6,48
2024-01-22,Manhattan,IS 45,8.6,48
2024-01-22,Manhattan,IS 45,8.6,48
2024-01-22,Manhattan,IS 45,8.6,48
2024-01-25,Manhattan,IS 45,13.6,59
2024-01-25,Manhattan,IS 45,13.6,59
2024-01-25,Manhattan,IS 45,13.6,59
2024-01-25,Manhattan,IS 45,13.6,59
2024-01-25,Manhattan,IS 45,13.6,59
2024-01-25,Manhattan,IS 45,13.6,59
2024-01-25,Manhattan,IS 45,13.6,59
2024-01-25,Manhattan,IS 45,13.6,59
2024-01-28,Manhattan,IS 45,2.3,13
2024-01-28,Manhattan,IS 45,2.3,13
2024-01-28,Manhattan,IS 45,2.3,13
2024-01-28,Manhattan,IS 45,2.3,13
2024-01-28,Manhattan,IS 45,2.3,13
2024-01-28,Manhattan,IS 45,2.3,13
2024-01-28,Manhattan,IS 45,2.3,13
2024-01-28,Manhattan,IS 45,2.3,13
2024-01-31,Manhattan,IS 45,4.5,25
2024-01-31,Manhattan,IS 45,4.5,25
2024-01-31,Manhattan,IS 45,4.5,25
2024-01-31,Manhattan,IS 45,4.5,25
2024-01-31,Manhattan,IS 45,4.5,25
2024-01-31,Manhattan,IS 45,4.5,25
2024-01-31,Manhattan,IS 45,4.5,25
2024-01-31,Manhattan,IS 45,4.5,25
2024-02-03,Manhattan,IS 45,3.6,20
2024-02-03,Manhattan,IS 45,3.6,20
2024-02-03,Manhattan,IS 45,3.6,20
2024-02-03,Manhattan,IS 45,3.6,20
2024-02-03,Manhattan,IS 45,3.6,20
2024-02-03,Manhattan,IS 45,3.6,20
2024-02-03,Manhattan,IS 45,3.6,20
2024-02-03,Manhattan,IS 45,3.6,20
2024-02-06,Manhattan,IS 45,4.3,24
2024-02-06,Manhattan,IS 45,4.3,24
2024-02-06,Manhattan,IS 45,4.3,24
2024-02-06,Manhattan,IS 45,4.3,24
2024-02-06,Manhattan,IS 45,4.3,24
2024-02-06,Manhattan,IS 45,4.3,24
2024-02-06,Manhattan,IS 45,4.3,24
2024-02-06,Manhattan,IS 45,4.3,24
2024-02-09,Manhattan,IS 45,9.2,51
2024-02-09,Manhattan,IS 45,9.2,51
2024-02-09,Manhattan,IS 45,9.2,51
2024-02-09,Manhattan,IS 45,9.2,51
2024-02-09,Manhattan,IS 45,9.2,51
2024-02-09,Manhattan,IS 45,9.2,51
2024-02-12,Manhattan,IS 45,6.2,34
2024-02-09,Manhattan,IS 45,9.2,51
2024-02-09,Manhattan,IS 45,9.2,51
2024-02-12,Manhattan,IS 45,6.2,34
2024-02-12,Manhattan,IS 45,6.2,34
2024-02-12,Manhattan,IS 45,6.2,34
2024-02-12,Manhattan,IS 45,6.2,34
2024-02-12,Manhattan,IS 45,6.2,34
2024-02-12,Manhattan,IS 45,6.2,34
2024-02-12,Manhattan,IS 45,6.2,34
2024-02-15,Manhattan,IS 45,5.5,31
2024-02-15,Manhattan,IS 45,5.5,31
2024-02-15,Manhattan,IS 45,5.5,31
2024-02-15,Manhattan,IS 45,5.5,31
2024-02-15,Manhattan,IS 45,5.5,31
2024-02-15,Manhattan,IS 45,5.5,31
2024-02-15,Manhattan,IS 45,5.5,31
2024-02-15,Manhattan,IS 45,5.5,31
2024-02-18,Manhattan,IS 45,5.9,33
2024-02-18,Manhattan,IS 45,5.9,33
2024-02-18,Manhattan,IS 45,5.9,33
2024-02-18,Manhattan,IS 45,5.9,33
2024-02-18,Manhattan,IS 45,5.9,33
2024-02-18,Manhattan,IS 45,5.9,33
2024-02-18,Manhattan,IS 45,5.9,33
2024-02-18,Manhattan,IS 45,5.9,33
2024-02-21,Manhattan,IS 45,6.0,33
2024-02-21,Manhattan,IS 45,6.0,33
2024-02-21,Manhattan,IS 45,6.0,33
2024-02-21,Manhattan,IS 45,6.0,33
2024-02-21,Manhattan,IS 45,6.0,33
2024-02-21,Manhattan,IS 45,6.0,33
2024-02-21,Manhattan,IS 45,6.0,33
2024-02-21,Manhattan,IS 45,6.0,33
2024-02-24,Manhattan,IS 45,5.8,32
2024-02-24,Manhattan,IS 45,5.8,32
2024-02-24,Manhattan,IS 45,5.8,32
2024-02-24,Manhattan,IS 45,5.8,32
2024-02-24,Manhattan,IS 45,5.8,32
2024-02-24,Manhattan,IS 45,5.8,32
2024-02-24,Manhattan,IS 45,5.8,32
2024-02-24,Manhattan,IS 45,5.8,32
2024-02-27,Manhattan,IS 45,14.5,61
2024-02-27,Manhattan,IS 45,14.5,61
2024-02-27,Manhattan,IS 45,14.5,61
2024-02-27,Manhattan,IS 45,14.5,61
2024-02-27,Manhattan,IS 45,14.5,61
2024-02-27,Manhattan,IS 45,14.5,61
2024-02-27,Manhattan,IS 45,14.5,61
2024-02-27,Manhattan,IS 45,14.5,61
2024-03-01,Manhattan,IS 45,4.7,26
2024-03-01,Manhattan,IS 45,4.7,26
2024-03-01,Manhattan,IS 45,4.7,26
2024-03-01,Manhattan,IS 45,4.7,26
2024-03-01,Manhattan,IS 45,4.7,26
2024-03-01,Manhattan,IS 45,4.7,26
2024-03-01,Manhattan,IS 45,4.7,26
2024-03-01,Manhattan,IS 45,4.7,26
2024-03-04,Manhattan,IS 45,3.7,21
2024-03-04,Manhattan,IS 45,3.7,21
2024-03-04,Manhattan,IS 45,3.7,21
2024-03-04,Manhattan,IS 45,3.7,21
2024-03-04,Manhattan,IS 45,3.7,21
2024-03-04,Manhattan,IS 45,3.7,21
2024-03-04,Manhattan,IS 45,3.7,21
2024-03-04,Manhattan,IS 45,3.7,21
2024-03-07,Manhattan,IS 45,2.6,14
2024-03-07,Manhattan,IS 45,2.6,14
2024-03-07,Manhattan,IS 45,2.6,14
2024-03-07,Manhattan,IS 45,2.6,14
2024-03-07,Manhattan,IS 45,2.6,14
2024-03-07,Manhattan,IS 45,2.6,14
2024-03-07,Manhattan,IS 45,2.6,14
2024-03-07,Manhattan,IS 45,2.6,14
2024-03-10,Manhattan,IS 45,1.8,10
2024-03-10,Manhattan,IS 45,1.8,10
2024-03-10,Manhattan,IS 45,1.8,10
2024-03-10,Manhattan,IS 45,1.8,10
2024-03-10,Manhattan,IS 45,1.8,10
2024-03-10,Manhattan,IS 45,1.8,10
2024-03-10,Manhattan,IS 45,1.8,10
2024-03-10,Manhattan,IS 45,1.8,10
2024-03-13,Manhattan,IS 45,10.3,53
2024-03-13,Manhattan,IS 45,10.3,53
2024-03-13,Manhattan,IS 45,10.3,53
2024-03-13,Manhattan,IS 45,10.3,53
2024-03-13,Manhattan,IS 45,10.3,53
2024-03-13,Manhattan,IS 45,10.3,53
2024-03-13,Manhattan,IS 45,10.3,53
2024-03-13,Manhattan,IS 45,10.3,53
2024-03-16,Manhattan,IS 45,5.2,29
2024-03-16,Manhattan,IS 45,5.2,29
2024-03-16,Manhattan,IS 45,5.2,29
2024-03-16,Manhattan,IS 45,5.2,29
2024-03-16,Manhattan,IS 45,5.2,29
2024-03-16,Manhattan,IS 45,5.2,29
2024-03-16,Manhattan,IS 45,5.2,29
2024-03-16,Manhattan,IS 45,5.2,29
2024-03-19,Manhattan,IS 45,3.3,18
2024-03-19,Manhattan,IS 45,3.3,18
2024-03-19,Manhattan,IS 45,3.3,18
2024-03-19,Manhattan,IS 45,3.3,18
2024-03-19,Manhattan,IS 45,3.3,18
2024-03-19,Manhattan,IS 45,3.3,18
2024-03-19,Manhattan,IS 45,3.3,18
2024-03-19,Manhattan,IS 45,3.3,18
2024-03-22,Manhattan,IS 45,5.0,28
2024-03-22,Manhattan,IS 45,5.0,28
2024-03-22,Manhattan,IS 45,5.0,28
2024-03-22,Manhattan,IS 45,5.0,28
2024-03-22,Manhattan,IS 45,5.0,28
2024-03-22,Manhattan,IS 45,5.0,28
2024-03-22,Manhattan,IS 45,5.0,28
2024-03-22,Manhattan,IS 45,5.0,28
2024-03-25,Manhattan,IS 45,4.3,24
2024-03-25,Manhattan,IS 45,4.3,24
2024-03-25,Manhattan,IS 45,4.3,24
2024-03-25,Manhattan,IS 45,4.3,24
2024-03-25,Manhattan,IS 45,4.3,24
2024-03-25,Manhattan,IS 45,4.3,24
2024-03-25,Manhattan,IS 45,4.3,24
2024-03-25,Manhattan,IS 45,4.3,24
2024-03-28,Manhattan,IS 45,6.3,35
2024-03-28,Manhattan,IS 45,6.3,35
2024-03-28,Manhattan,IS 45,6.3,35
2024-03-28,Manhattan,IS 45,6.3,35
2024-03-28,Manhattan,IS 45,6.3,35
2024-03-28,Manhattan,IS 45,6.3,35
2024-03-28,Manhattan,IS 45,6.3,35
2024-03-28,Manhattan,IS 45,6.3,35
2024-03-31,Manhattan,IS 45,4.3,24
2024-03-31,Manhattan,IS 45,4.3,24
2024-03-31,Manhattan,IS 45,4.3,24
2024-03-31,Manhattan,IS 45,4.3,24
2024-03-31,Manhattan,IS 45,4.3,24
2024-03-31,Manhattan,IS 45,4.3,24
2024-03-31,Manhattan,IS 45,4.3,24
2024-03-31,Manhattan,IS 45,4.3,24
2024-04-03,Manhattan,IS 45,3.5,19
2024-04-03,Manhattan,IS 45,3.5,19
2024-04-03,Manhattan,IS 45,3.5,19
2024-04-03,Manhattan,IS 45,3.5,19
2024-04-03,Manhattan,IS 45,3.5,19
2024-04-03,Manhattan,IS 45,3.5,19
2024-04-03,Manhattan,IS 45,3.5,19
2024-04-03,Manhattan,IS 45,3.5,19
2024-04-06,Manhattan,IS 45,3.5,19
2024-04-06,Manhattan,IS 45,3.5,19
2024-04-06,Manhattan,IS 45,3.5,19
2024-04-06,Manhattan,IS 45,3.5,19
2024-04-06,Manhattan,IS 45,3.5,19
2024-04-06,Manhattan,IS 45,3.5,19
2024-04-06,Manhattan,IS 45,3.5,19
2024-04-06,Manhattan,IS 45,3.5,19
2024-04-09,Manhattan,IS 45,10.0,53
2024-04-09,Manhattan,IS 45,10.0,53
2024-04-09,Manhattan,IS 45,10.0,53
2024-04-09,Manhattan,IS 45,10.0,53
2024-04-09,Manhattan,IS 45,10.0,53
2024-04-09,Manhattan,IS 45,10.0,53
2024-04-09,Manhattan,IS 45,10.0,53
2024-04-09,Manhattan,IS 45,10.0,53
2024-04-12,Manhattan,IS 45,6.2,34
2024-04-12,Manhattan,IS 45,6.2,34
2024-04-12,Manhattan,IS 45,6.2,34
2024-04-12,Manhattan,IS 45,6.2,34
2024-04-12,Manhattan,IS 45,6.2,34
2024-04-12,Manhattan,IS 45,6.2,34
2024-04-12,Manhattan,IS 45,6.2,34
2024-04-12,Manhattan,IS 45,6.2,34
2024-04-15,Manhattan,IS 45,6.9,38
2024-04-15,Manhattan,IS 45,6.9,38
2024-04-15,Manhattan,IS 45,6.9,38
2024-04-15,Manhattan,IS 45,6.9,38
2024-04-15,Manhattan,IS 45,6.9,38
2024-04-15,Manhattan,IS 45,6.9,38
2024-04-15,Manhattan,IS 45,6.9,38
2024-04-15,Manhattan,IS 45,6.9,38
2024-04-18,Manhattan,IS 45,3.1,17
2024-04-18,Manhattan,IS 45,3.1,17
2024-04-18,Manhattan,IS 45,3.1,17
2024-04-18,Manhattan,IS 45,3.1,17
2024-04-18,Manhattan,IS 45,3.1,17
2024-04-18,Manhattan,IS 45,3.1,17
2024-04-18,Manhattan,IS 45,3.1,17
2024-04-18,Manhattan,IS 45,3.1,17
2024-04-21,Manhattan,IS 45,4.0,22
2024-04-21,Manhattan,IS 45,4.0,22
2024-04-21,Manhattan,IS 45,4.0,22
2024-04-21,Manhattan,IS 45,4.0,22
2024-04-21,Manhattan,IS 45,4.0,22
2024-04-21,Manhattan,IS 45,4.0,22
2024-04-21,Manhattan,IS 45,4.0,22
2024-04-21,Manhattan,IS 45,4.0,22
2024-04-24,Manhattan,IS 45,5.5,31
2024-04-24,Manhattan,IS 45,5.5,31
2024-04-24,Manhattan,IS 45,5.5,31
2024-04-24,Manhattan,IS 45,5.5,31
2024-04-24,Manhattan,IS 45,5.5,31
2024-04-24,Manhattan,IS 45,5.5,31
2024-04-24,Manhattan,IS 45,5.5,31
2024-04-24,Manhattan,IS 45,5.5,31
2024-04-27,Manhattan,IS 45,4.0,22
2024-04-27,Manhattan,IS 45,4.0,22
2024-04-27,Manhattan,IS 45,4.0,22
2024-04-27,Manhattan,IS 45,4.0,22
2024-04-27,Manhattan,IS 45,4.0,22
2024-04-27,Manhattan,IS 45,4.0,22
2024-04-27,Manhattan,IS 45,4.0,22
2024-04-27,Manhattan,IS 45,4.0,22
2024-04-30,Manhattan,IS 45,8.9,49
2024-04-30,Manhattan,IS 45,8.9,49
2024-04-30,Manhattan,IS 45,8.9,49
2024-04-30,Manhattan,IS 45,8.9,49
2024-04-30,Manhattan,IS 45,8.9,49
2024-04-30,Manhattan,IS 45,8.9,49
2024-04-30,Manhattan,IS 45,8.9,49
2024-04-30,Manhattan,IS 45,8.9,49
2024-05-03,Manhattan,IS 45,3.8,21
2024-05-03,Manhattan,IS 45,3.8,21
2024-05-03,Manhattan,IS 45,3.8,21
2024-05-03,Manhattan,IS 45,3.8,21
2024-05-03,Manhattan,IS 45,3.8,21
2024-05-03,Manhattan,IS 45,3.8,21
2024-05-03,Manhattan,IS 45,3.8,21
2024-05-03,Manhattan,IS 45,3.8,21
2024-05-06,Manhattan,IS 45,10.8,54
2024-05-06,Manhattan,IS 45,10.8,54
2024-05-06,Manhattan,IS 45,10.8,54
2024-05-06,Manhattan,IS 45,10.8,54
2024-05-06,Manhattan,IS 45,10.8,54
2024-05-06,Manhattan,IS 45,10.8,54
2024-05-06,Manhattan,IS 45,10.8,54
2024-05-06,Manhattan,IS 45,10.8,54
2024-05-09,Manhattan,IS 45,4.3,24
2024-05-09,Manhattan,IS 45,4.3,24
2024-05-09,Manhattan,IS 45,4.3,24
2024-05-09,Manhattan,IS 45,4.3,24
2024-05-09,Manhattan,IS 45,4.3,24
2024-05-09,Manhattan,IS 45,4.3,24
2024-05-09,Manhattan,IS 45,4.3,24
2024-05-09,Manhattan,IS 45,4.3,24
2024-05-12,Manhattan,IS 45,3.3,18
2024-05-12,Manhattan,IS 45,3.3,18
2024-05-12,Manhattan,IS 45,3.3,18
2024-05-12,Manhattan,IS 45,3.3,18
2024-05-12,Manhattan,IS 45,3.3,18
2024-05-12,Manhattan,IS 45,3.3,18
2024-05-12,Manhattan,IS 45,3.3,18
2024-05-12,Manhattan,IS 45,3.3,18
2024-05-15,Manhattan,IS 45,4.9,27
2024-05-15,Manhattan,IS 45,4.9,27
2024-05-15,Manhattan,IS 45,4.9,27
2024-05-15,Manhattan,IS 45,4.9,27
2024-05-15,Manhattan,IS 45,4.9,27
2024-05-15,Manhattan,IS 45,4.9,27
2024-05-18,Manhattan,IS 45,5.9,33
2024-05-15,Manhattan,IS 45,4.9,27
2024-05-15,Manhattan,IS 45,4.9,27
2024-05-18,Manhattan,IS 45,5.9,33
2024-05-18,Manhattan,IS 45,5.9,33
2024-05-18,Manhattan,IS 45,5.9,33
2024-05-18,Manhattan,IS 45,5.9,33
2024-05-18,Manhattan,IS 45,5.9,33
2024-05-18,Manhattan,IS 45,5.9,33
2024-05-18,Manhattan,IS 45,5.9,33
2024-05-21,Manhattan,IS 45,8.2,46
2024-05-21,Manhattan,IS 45,8.2,46
2024-05-21,Manhattan,IS 45,8.2,46
2024-05-21,Manhattan,IS 45,8.2,46
2024-05-21,Manhattan,IS 45,8.2,46
2024-05-21,Manhattan,IS 45,8.2,46
2024-05-21,Manhattan,IS 45,8.2,46
2024-05-21,Manhattan,IS 45,8.2,46
2024-05-24,Manhattan,IS 45,9.8,52
2024-05-24,Manhattan,IS 45,9.8,52
2024-05-24,Manhattan,IS 45,9.8,52
2024-05-24,Manhattan,IS 45,9.8,52
2024-05-24,Manhattan,IS 45,9.8,52
2024-05-24,Manhattan,IS 45,9.8,52
2024-05-24,Manhattan,IS 45,9.8,52
2024-05-24,Manhattan,IS 45,9.8,52
2024-05-27,Manhattan,IS 45,7.2,40
2024-05-27,Manhattan,IS 45,7.2,40
2024-05-27,Manhattan,IS 45,7.2,40
2024-05-27,Manhattan,IS 45,7.2,40
2024-05-27,Manhattan,IS 45,7.2,40
2024-05-27,Manhattan,IS 45,7.2,40
2024-05-27,Manhattan,IS 45,7.2,40
2024-05-27,Manhattan,IS 45,7.2,40
2024-05-30,Manhattan,IS 45,8.0,44
2024-05-30,Manhattan,IS 45,8.0,44
2024-05-30,Manhattan,IS 45,8.0,44
2024-05-30,Manhattan,IS 45,8.0,44
2024-05-30,Manhattan,IS 45,8.0,44
2024-05-30,Manhattan,IS 45,8.0,44
2024-05-30,Manhattan,IS 45,8.0,44
2024-05-30,Manhattan,IS 45,8.0,44
2024-06-02,Manhattan,IS 45,10.5,54
2024-06-02,Manhattan,IS 45,10.5,54
2024-06-02,Manhattan,IS 45,10.5,54
2024-06-02,Manhattan,IS 45,10.5,54
2024-06-02,Manhattan,IS 45,10.5,54
2024-06-02,Manhattan,IS 45,10.5,54
2024-06-02,Manhattan,IS 45,10.5,54
2024-06-05,Manhattan,IS 45,9.3,51
2024-06-02,Manhattan,IS 45,10.5,54
2024-06-05,Manhattan,IS 45,9.3,51
2024-06-05,Manhattan,IS 45,9.3,51
2024-06-05,Manhattan,IS 45,9.3,51
2024-06-05,Manhattan,IS 45,9.3,51
2024-06-05,Manhattan,IS 45,9.3,51
2024-06-05,Manhattan,IS 45,9.3,51
2024-06-05,Manhattan,IS 45,9.3,51
2024-06-08,Manhattan,IS 45,3.3,18
2024-06-08,Manhattan,IS 45,3.3,18
2024-06-08,Manhattan,IS 45,3.3,18
2024-06-08,Manhattan,IS 45,3.3,18
2024-06-08,Manhattan,IS 45,3.3,18
2024-06-08,Manhattan,IS 45,3.3,18
2024-06-08,Manhattan,IS 45,3.3,18
2024-06-08,Manhattan,IS 45,3.3,18
2024-06-11,Manhattan,IS 45,4.4,24
2024-06-11,Manhattan,IS 45,4.4,24
2024-06-11,Manhattan,IS 45,4.4,24
2024-06-11,Manhattan,IS 45,4.4,24
2024-06-11,Manhattan,IS 45,4.4,24
2024-06-11,Manhattan,IS 45,4.4,24
2024-06-11,Manhattan,IS 45,4.4,24
2024-06-11,Manhattan,IS 45,4.4,24
2024-06-14,Manhattan,IS 45,10.6,54
2024-06-14,Manhattan,IS 45,10.6,54
2024-06-14,Manhattan,IS 45,10.6,54
2024-06-14,Manhattan,IS 45,10.6,54
2024-06-14,Manhattan,IS 45,10.6,54
2024-06-14,Manhattan,IS 45,10.6,54
2024-06-14,Manhattan,IS 45,10.6,54
2024-06-14,Manhattan,IS 45,10.6,54
2024-06-17,Manhattan,IS 45,7.3,41
2024-06-17,Manhattan,IS 45,7.3,41
2024-06-17,Manhattan,IS 45,7.3,41
2024-06-17,Manhattan,IS 45,7.3,41
2024-06-17,Manhattan,IS 45,7.3,41
2024-06-17,Manhattan,IS 45,7.3,41
2024-06-17,Manhattan,IS 45,7.3,41
2024-06-17,Manhattan,IS 45,7.3,41
2024-06-20,Manhattan,IS 45,9.6,52
2024-06-20,Manhattan,IS 45,9.6,52
2024-06-20,Manhattan,IS 45,9.6,52
2024-06-20,Manhattan,IS 45,9.6,52
2024-06-20,Manhattan,IS 45,9.6,52
2024-06-20,Manhattan,IS 45,9.6,52
2024-06-20,Manhattan,IS 45,9.6,52
2024-06-20,Manhattan,IS 45,9.6,52
2024-06-23,Manhattan,IS 45,11.3,55
2024-06-23,Manhattan,IS 45,11.3,55
2024-06-23,Manhattan,IS 45,11.3,55
2024-06-23,Manhattan,IS 45,11.3,55
2024-06-23,Manhattan,IS 45,11.3,55
2024-06-23,Manhattan,IS 45,11.3,55
2024-06-23,Manhattan,IS 45,11.3,55
2024-06-23,Manhattan,IS 45,11.3,55
2024-06-26,Manhattan,IS 45,8.5,47
2024-06-26,Manhattan,IS 45,8.5,47
2024-06-26,Manhattan,IS 45,8.5,47
2024-06-26,Manhattan,IS 45,8.5,47
2024-06-26,Manhattan,IS 45,8.5,47
2024-06-26,Manhattan,IS 45,8.5,47
2024-06-26,Manhattan,IS 45,8.5,47
2024-06-26,Manhattan,IS 45,8.5,47
2024-06-29,Manhattan,IS 45,5.4,30
2024-06-29,Manhattan,IS 45,5.4,30
2024-06-29,Manhattan,IS 45,5.4,30
2024-06-29,Manhattan,IS 45,5.4,30
2024-06-29,Manhattan,IS 45,5.4,30
2024-06-29,Manhattan,IS 45,5.4,30
2024-06-29,Manhattan,IS 45,5.4,30
2024-06-29,Manhattan,IS 45,5.4,30
2024-07-02,Manhattan,IS 45,8.5,47
2024-07-02,Manhattan,IS 45,8.5,47
2024-07-02,Manhattan,IS 45,8.5,47
2024-07-02,Manhattan,IS 45,8.5,47
2024-07-02,Manhattan,IS 45,8.5,47
2024-07-02,Manhattan,IS 45,8.5,47
2024-07-02,Manhattan,IS 45,8.5,47
2024-07-02,Manhattan,IS 45,8.5,47
2024-07-05,Manhattan,IS 45,26.2,83
2024-07-05,Manhattan,IS 45,26.2,83
2024-07-05,Manhattan,IS 45,26.2,83
2024-07-05,Manhattan,IS 45,26.2,83
2024-07-05,Manhattan,IS 45,26.2,83
2024-07-05,Manhattan,IS 45,26.2,83
2024-07-05,Manhattan,IS 45,26.2,83
2024-07-05,Manhattan,IS 45,26.2,83
2024-07-08,Manhattan,IS 45,13.5,59
2024-07-08,Manhattan,IS 45,13.5,59
2024-07-08,Manhattan,IS 45,13.5,59
2024-07-08,Manhattan,IS 45,13.5,59
2024-07-08,Manhattan,IS 45,13.5,59
2024-07-08,Manhattan,IS 45,13.5,59
2024-07-08,Manhattan,IS 45,13.5,59
2024-07-08,Manhattan,IS 45,13.5,59
2024-07-11,Manhattan,IS 45,4.8,27
2024-07-11,Manhattan,IS 45,4.8,27
2024-07-11,Manhattan,IS 45,4.8,27
2024-07-11,Manhattan,IS 45,4.8,27
2024-07-11,Manhattan,IS 45,4.8,27
2024-07-11,Manhattan,IS 45,4.8,27
2024-07-11,Manhattan,IS 45,4.8,27
2024-07-11,Manhattan,IS 45,4.8,27
2024-07-14,Manhattan,IS 45,10.2,53
2024-07-14,Manhattan,IS 45,10.2,53
2024-07-14,Manhattan,IS 45,10.2,53
2024-07-14,Manhattan,IS 45,10.2,53
2024-07-14,Manhattan,IS 45,10.2,53
2024-07-14,Manhattan,IS 45,10.2,53
2024-07-14,Manhattan,IS 45,10.2,53
2024-07-14,Manhattan,IS 45,10.2,53
2024-07-17,Manhattan,IS 45,10.9,54
2024-07-17,Manhattan,IS 45,10.9,54
2024-07-17,Manhattan,IS 45,10.9,54
2024-07-17,Manhattan,IS 45,10.9,54
2024-07-17,Manhattan,IS 45,10.9,54
2024-07-17,Manhattan,IS 45,10.9,54
2024-07-17,Manhattan,IS 45,10.9,54
2024-07-17,Manhattan,IS 45,10.9,54
2024-07-20,Manhattan,IS 45,9.6,52
2024-07-20,Manhattan,IS 45,9.6,52
2024-07-20,Manhattan,IS 45,9.6,52
2024-07-20,Manhattan,IS 45,9.6,52
2024-07-20,Manhattan,IS 45,9.6,52
2024-07-20,Manhattan,IS 45,9.6,52
2024-07-20,Manhattan,IS 45,9.6,52
2024-07-20,Manhattan,IS 45,9.6,52
2024-07-23,Manhattan,IS 45,6.9,38
2024-07-23,Manhattan,IS 45,6.9,38
2024-07-23,Manhattan,IS 45,6.9,38
2024-07-23,Manhattan,IS 45,6.9,38
2024-07-23,Manhattan,IS 45,6.9,38
2024-07-23,Manhattan,IS 45,6.9,38
2024-07-23,Manhattan,IS 45,6.9,38
2024-07-23,Manhattan,IS 45,6.9,38
2024-07-26,Manhattan,IS 45,4.2,23
2024-07-26,Manhattan,IS 45,4.2,23
2024-07-26,Manhattan,IS 45,4.2,23
2024-07-26,Manhattan,IS 45,4.2,23
2024-07-26,Manhattan,IS 45,4.2,23
2024-07-26,Manhattan,IS 45,4.2,23
2024-07-26,Manhattan,IS 45,4.2,23
2024-07-26,Manhattan,IS 45,4.2,23
2024-07-29,Manhattan,IS 45,15.2,62
2024-07-29,Manhattan,IS 45,15.2,62
2024-07-29,Manhattan,IS 45,15.2,62
2024-07-29,Manhattan,IS 45,15.2,62
2024-07-29,Manhattan,IS 45,15.2,62
2024-07-29,Manhattan,IS 45,15.2,62
2024-07-29,Manhattan,IS 45,15.2,62
2024-07-29,Manhattan,IS 45,15.2,62
2024-08-01,Manhattan,IS 45,13.5,59
2024-08-01,Manhattan,IS 45,13.5,59
2024-08-01,Manhattan,IS 45,13.5,59
2024-08-01,Manhattan,IS 45,13.5,59
2024-08-01,Manhattan,IS 45,13.5,59
2024-08-04,Manhattan,IS 45,9.0,50
2024-08-01,Manhattan,IS 45,13.5,59
2024-08-01,Manhattan,IS 45,13.5,59
2024-08-01,Manhattan,IS 45,13.5,59
2024-08-04,Manhattan,IS 45,9.0,50
2024-08-04,Manhattan,IS 45,9.0,50
2024-08-04,Manhattan,IS 45,9.0,50
2024-08-04,Manhattan,IS 45,9.0,50
2024-08-04,Manhattan,IS 45,9.0,50
